"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"SUMO23",1.30280240203826e-22,0.375081420701914,0.435,0.155,5.34175040883725e-18,"28","SUMO2"
"ATPSCKMT",3.24145865206563e-22,0.374622732813264,0.273,0.064,1.32906287651995e-17,"28","ATPSCKMT"
"TAB33",9.37262011541134e-15,0.374457399128689,0.498,0.261,3.84296169972096e-10,"28","TAB3"
"SNAI2",1.05173593617292e-30,0.374310571185488,0.249,0.037,4.31232768549619e-26,"28","SNAI2"
"COPA4",1.46394569872228e-18,0.374131625479976,0.783,0.469,6.0024701539011e-14,"28","COPA"
"PTCD31",1.95411171911048e-14,0.373742914738893,0.545,0.286,8.0122488706968e-10,"28","PTCD3"
"SF3B13",9.99951927260119e-13,0.373483175229099,0.787,0.526,4.10000289215194e-08,"28","SF3B1"
"DAP6",1.26165451606657e-21,0.3734778325606,0.696,0.371,5.17303584677615e-17,"28","DAP"
"LONRF23",1.1590882228303e-27,0.373246341661172,0.257,0.064,4.75249353124881e-23,"28","LONRF2"
"RABGEF111",7.00287735905851e-23,0.373004119981703,0.451,0.152,2.87131977476117e-18,"28","RABGEF1"
"HHAT7",1.1314888598421e-15,0.37292161159692,0.415,0.189,4.63933062312459e-11,"28","HHAT"
"RPS4Y16",1.15304506047968e-26,0.372498057027582,0.545,0.187,4.7277153569788e-22,"28","RPS4Y1"
"NACA7",1.20334071595656e-24,0.37239330985064,0.573,0.213,4.9339376035651e-20,"28","NACA"
"AL353807.52",2.87341759648289e-26,0.372132103600885,0.273,0.053,1.17815868290991e-21,"28","AL353807.5"
"ATP5MC12",2.03996901445167e-30,0.372120762597543,0.36,0.082,8.36428095305475e-26,"28","ATP5MC1"
"CD8B21",8.21088932656943e-52,0.372091290485706,0.245,0.013,3.36662884168e-47,"28","CD8B2"
"RPL10A6",1.14844086552677e-30,0.371532784495193,0.49,0.157,4.70883723683287e-26,"28","RPL10A"
