"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Copa1",3.00219947750213e-59,0.467444361236452,0.698,0.211,5.66064711483026e-55,"18","Copa"
"Sqle",2.56554894876971e-80,0.467182057022427,0.496,0.1,4.83734254290529e-76,"18","Sqle"
"Gc2",1.01526707871006e-43,0.464883931220035,1,0.978,1.91428607690783e-39,"18","Gc"
"Gm47882",2.96862143799411e-43,0.464728096618392,0.765,0.29,5.5973357213379e-39,"18","Gm4788"
"Por2",3.09585823803048e-46,0.462017836958248,0.847,0.325,5.83724070780646e-42,"18","Por"
"Grn2",8.63264926180253e-44,0.461410554125731,0.78,0.294,1.62768601831287e-39,"18","Grn"
"Sdhc",5.53954012977081e-41,0.461155468584029,0.813,0.326,1.04448029146829e-36,"18","Sdhc"
"Ttpa",4.4010727737983e-30,0.460636546731309,0.933,0.483,8.2982227149967e-26,"18","Ttpa"
"Sigmar1",2.53855184160727e-55,0.460273103579026,0.69,0.217,4.78643949735052e-51,"18","Sigmar1"
"Cyp2f22",3.06979943463774e-06,0.459679250127273,0.761,0.578,0.0578810683400947,"18","Cyp2f2"
"Cideb2",3.79414613006754e-45,0.459549609443935,0.776,0.286,7.15386252824236e-41,"18","Cideb"
"Gm10073",6.83993672892374e-90,0.457745459002175,0.22,0.019,1.28967007023857e-85,"18","Gm10073"
"Retsat1",2.06708893644132e-52,0.45373433408797,0.675,0.217,3.89749618966011e-48,"18","Retsat"
"Plg1",6.29440750736519e-24,0.452031014851432,0.996,0.687,1.18681053551371e-19,"18","Plg"
"Pon11",4.00184969683386e-24,0.451541782916859,0.914,0.513,7.54548760338024e-20,"18","Pon1"
"Enpp21",2.11921430367936e-92,0.450353461882781,0.507,0.093,3.99577856958743e-88,"18","Enpp2"
"Nsdhl",7.59316906616799e-71,0.449205732314902,0.451,0.093,1.43169202742597e-66,"18","Nsdhl"
"Upp21",2.6240050823837e-63,0.447697179299627,0.664,0.188,4.94756158283447e-59,"18","Upp2"
"Pck11",3.82118340045121e-13,0.445442259575608,0.933,0.74,7.20484130155077e-09,"18","Pck1"
"Ghr",3.57029412611741e-37,0.444088028207396,0.903,0.406,6.73178957479438e-33,"18","Ghr"
"Gabarapl1",6.01934418597157e-47,0.444012749425336,0.735,0.258,1.13494734626494e-42,"18","Gabarapl1"
"Trf1",1.60062267515131e-32,0.443606506720496,1,0.999,3.0179740539978e-28,"18","Trf"
"Sec14l21",7.81764903963231e-26,0.443204249436489,0.787,0.389,1.47401772642267e-21,"18","Sec14l2"
"Gstm32",4.92780163108989e-07,0.442062644545878,0.84,0.608,0.00929136997541998,"18","Gstm3"
"Cyp2c551",1.07860639694188e-50,0.44194831942846,0.493,0.136,2.03371236143391e-46,"18","Cyp2c55"
"Rdx1",2.62242184229196e-42,0.441604127350521,0.799,0.307,4.94457638364149e-38,"18","Rdx"
"Ambp2",5.77223197471956e-24,0.441099173432428,0.996,0.901,1.08835433883337e-19,"18","Ambp"
"Tsc22d3",9.52122989138661e-63,0.441003890220488,0.612,0.167,1.79522789602095e-58,"18","Tsc22d3"
"Cpt1a1",2.03569977461362e-53,0.440109378406286,0.694,0.223,3.83831192503398e-49,"18","Cpt1a"
"Ndufa31",1.30971879910002e-23,0.439119039936026,0.914,0.493,2.46947479570309e-19,"18","Ndufa3"
"C8a2",1.0607784415822e-31,0.435727605436059,0.925,0.446,2.00009775160323e-27,"18","C8a"
"Psap2",7.78368394769042e-32,0.435163870176578,0.914,0.432,1.46761360833703e-27,"18","Psap"
"Serinc11",6.01403546441445e-52,0.434287863281086,0.683,0.221,1.13394638681534e-47,"18","Serinc1"
"Kdelr2",3.16897307213199e-46,0.431454391089115,0.81,0.298,5.97509872750487e-42,"18","Kdelr2"
"Gm2a",5.26426537040281e-38,0.429904935291004,0.836,0.349,9.9257723558945e-34,"18","Gm2a"
"Entpd52",1.34276916505737e-46,0.429763931416598,0.69,0.24,2.53179126071567e-42,"18","Entpd5"
"Inmt1",7.64980987794316e-17,0.429080482467663,0.84,0.495,1.44237165248618e-12,"18","Inmt"
"Klf15",1.71178714259613e-66,0.428287992351697,0.646,0.174,3.227574657365e-62,"18","Klf15"
"Prpf191",4.59239177598438e-64,0.42697903602772,0.5,0.119,8.65895469361855e-60,"18","Prpf19"
"2700060E02Rik",3.72120501912751e-103,0.426160044229477,0.231,0.018,7.01633206356492e-99,"18","2700060E02Rik"
"Gstm12",1.43423057001283e-14,0.425991473456632,1,0.976,2.70424173975919e-10,"18","Gstm1"
"St3gal51",3.28439470289656e-34,0.425791843979295,0.716,0.294,6.19272621231147e-30,"18","St3gal5"
"Gsta11",2.15363349976695e-05,0.423209915244568,0.451,0.306,0.406067596381059,"18","Gsta1"
"Slc25a23",1.38458106636266e-49,0.422051516784099,0.664,0.217,2.6106276006268e-45,"18","Slc25a23"
"Ndrg21",2.54759447603208e-18,0.421914416835746,0.963,0.648,4.80348938455848e-14,"18","Ndrg2"
"Igfbp41",2.76182029177932e-24,0.419703008386564,0.989,0.748,5.2074121601499e-20,"18","Igfbp4"
"Hsd17b11",1.88022812603329e-56,0.418403785995114,0.653,0.195,3.54517013163577e-52,"18","Hsd17b11"
